user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_clean,record_duplicate,full_name_clean,pan_clean,aadhaar_clean,dob_clean,city_clean,state_clean,monthly_income_clean,occupation_clean,signup_timestamp_clean,kyc_status_clean,risk_segment_clean
USR 85815,Manthan Ratti,NVGXP7066Y,6898280936940,1998-10-22 02:42:37,Hyd,Telangana,19623,Freelancer,2024/01/24,Reject,Unknown,USR85815,False,Manthan Ratti,NVGXP7066Y,,1998-10-22,Hyderabad,Telangana,19623.0,Freelancer,2024-01-24 00:00:00,REJECTED,UNKNOWN
USR13942,Bakhshi Savant,YKIHP0165M,XXXX-XXXX-2070,15/09/1980,Hyd,Telangana,26929,Freelancer,28/07/2025,APPROVED,HIGH,USR13942,False,Bakhshi Savant,YKIHP0165M,,1980-09-15,Hyderabad,Telangana,26929.0,Freelancer,2025-07-28 00:00:00,APPROVED,HIGH
USR82807,Lekha Mishra,ZLTBM2860A,9610-7491-5373,05-Feb-1983,Hyd,Telangana,Not Available,Self Employed,,VERIFIED,LOW,USR82807,False,Lekha Mishra,ZLTBM2860A,961074915373,1983-02-05,Hyderabad,Telangana,,Self Employed,,VERIFIED,LOW
USR52726,BHAVINI KAR,PYKHO7169J,760209113781,1990/02/17,chennai,Tamil Nadu,9041,Business Owner,31/03/2025,APPROVED,LOW,USR52726,False,Bhavini Kar,PYKHO7169J,760209113781,1990-02-17,Chennai,Tamil Nadu,9041.0,Business Owner,2025-03-31 00:00:00,APPROVED,LOW
USR80080,Janani Bajaj,QNORE2944B,116070179336,1998/05/13,Chennai,Tamil Nadu,20497,Freelancer,06-10-2025,Rejected,MEDIUM,USR80080,False,Janani Bajaj,QNORE2944B,116070179336,1998-05-13,Chennai,Tamil Nadu,20497.0,Freelancer,2025-06-10 00:00:00,REJECTED,MEDIUM
USR30440,Alka Lad,FEZUL7874K,8115 9197 0455,1971-03-26 00:11:38,Mumbay,Maharashtra,"Rs. 13,410",Self Employed,2025/09/19,APPROVED,Low,USR30440,False,Alka Lad,FEZUL7874K,811591970455,1971-03-26,Mumbai,Maharashtra,13410.0,Self Employed,2025-09-19 00:00:00,APPROVED,LOW
usr85429,  Vidhi Shere  ,WSAUY1674E,276556140997,04-21-2006,bengaluru,Karnataka,"₹50,145",Farmer,09-Feb-2024,KYC_DONE,Low,USR85429,False,Vidhi Shere,WSAUY1674E,276556140997,2006-04-21,Bengaluru,Karnataka,50145.0,Farmer,2024-02-09 00:00:00,KYC_DONE,LOW
USR65415,Liam Sami,jblss0849k,1643-0877-2095,05-22-1992,amritsar,Punjab,"INR 22,891",Unemployed,01-17-2025,V,Low,USR65415,False,Liam Sami,JBLSS0849K,164308772095,1992-05-22,Amritsar,Punjab,22891.0,Unemployed,2025-01-17 00:00:00,VERIFIED,LOW
usr19606,BALVEER KRISHNAMURTHY,CVYZN 9513 P,,02-28-1984,jaipur,Rajasthan,15075,Self Employed,01/02/2024,Done,UNKNOWN,USR19606,False,Balveer Krishnamurthy,CVYZN9513P,,1984-02-28,Jaipur,Rajasthan,15075.0,Self Employed,2024-02-01 00:00:00,DONE,UNKNOWN
USR29074,Oliver Walia,CUPBW0580Y,266321416359,13/02/1968 12:04 PM,kolkata,West Bengal,26833,Gig Worker,08-Jan-2026,Verified,Low,USR29074,False,Oliver Walia,CUPBW0580Y,266321416359,1968-02-13,Kolkata,West Bengal,26833.0,Gig Worker,2026-01-08 00:00:00,VERIFIED,LOW
USR96961,Panini Kumar,RPSEO2997T,,08-12-1972,Poona,Maharashtra,16905,Student,1749841876,VERIFIED,LOW,USR96961,False,Panini Kumar,RPSEO2997T,,1972-12-08,Pune,Maharashtra,16905.0,Student,2025-06-13 19:11:16,VERIFIED,LOW
USR-72836,Ira Bajwa,PUIVJ4285L,667173656116,05-19-1992,Hyderabad,Telangana,39649,Retired,,VERIFIED,low,USR72836,False,Ira Bajwa,PUIVJ4285L,667173656116,1992-05-19,Hyderabad,Telangana,39649.0,Retired,,VERIFIED,LOW
USR 80079,Vedant Dutta,MHAPQ0787F,698153199096,04-26-1970,ASR,Punjab,72689,Unemployed,2024/02/25,Verified,High,USR80079,False,Vedant Dutta,MHAPQ0787F,698153199096,1970-04-26,Amritsar,Punjab,72689.0,Unemployed,2024-02-25 00:00:00,VERIFIED,HIGH
USR11976,Kamya Butala,IXWBS 4464 J,656165853455,02-01-1982,Mumbai,Maharashtra,41736,Student,11-Jul-2024,Verified,high,USR11976,False,Kamya Butala,IXWBS4464J,656165853455,1982-01-02,Mumbai,Maharashtra,41736.0,Student,2024-07-11 00:00:00,VERIFIED,HIGH
USR37863,Akshay Ramanathan,HDVOD1132,7459 4810 6256,1996/12/30,LDH,Punjab,Not Available,Salaried,10-03-2024,REJECTED,low,USR37863,False,Akshay Ramanathan,,745948106256,1996-12-30,Ludhiana,Punjab,,Salaried,2024-10-03 00:00:00,REJECTED,LOW
USR69912,Jagrati Mann,ttdbj3267g,,218332770,ludhiana,Punjab,41555,Retired,04-16-2024,V,medium,USR69912,False,Jagrati Mann,TTDBJ3267G,,,Ludhiana,Punjab,41555.0,Retired,2024-04-16 00:00:00,VERIFIED,MEDIUM
USR16864,charvi minhas,TDSQF2332I,320502038125,27/05/2006 05:38 AM,Lucknow,Uttar Pradesh,26344,Business Owner,07-Feb-2024,PENDING,Low,USR16864,False,Charvi Minhas,TDSQF2332I,320502038125,2006-05-27,Lucknow,Uttar Pradesh,26344.0,Business Owner,2024-02-07 00:00:00,PENDING,LOW
USR-72866,LAKSH MANN,uhxib6551b,658558989826,09-Apr-1985,JPR,Rajasthan,"Rs. 16,904",Business Owner,1741287944,KYC_DONE,medium,USR72866,False,Laksh Mann,UHXIB6551B,658558989826,1985-04-09,Jaipur,Rajasthan,16904.0,Business Owner,2025-03-06 19:05:44,KYC_DONE,MEDIUM
usr_88062,ethan atwal,ZUICQ8751M,3037-6078-3180,19-Feb-1968,DELHI,Delhi,36598,Student,2025/07/09,Done,low,USR88062,False,Ethan Atwal,ZUICQ8751M,303760783180,1968-02-19,Delhi,Delhi,36598.0,Student,2025-07-09 00:00:00,DONE,LOW
USR10239,Girish Koshy,NCDMU-2666-Q,715261228046,02/06/1966,Poona,Maharashtra,"₹38,138",Retired,31/05/2025,V,HIGH,USR10239,False,Girish Koshy,NCDMU2666Q,715261228046,1966-06-02,Pune,Maharashtra,38138.0,Retired,2025-05-31 00:00:00,VERIFIED,HIGH
USR48803,Jasmit Krishnan,BMKGR1371B,125065783106,12-Feb-1960,ASR,Punjab,-56740,Gig Worker,20-Jun-2024,PENDING,low,USR48803,False,Jasmit Krishnan,BMKGR1371B,125065783106,1960-02-12,Amritsar,Punjab,,Gig Worker,2024-06-20 00:00:00,PENDING,LOW
usr33149,vritti malhotra,DVIBS-0643-J,835952459030,06/01/1991,LDH,Punjab,32464,Gig Worker,2024-04-02 22:50:59,APPROVED,LOW,USR33149,False,Vritti Malhotra,DVIBS0643J,835952459030,1991-01-06,Ludhiana,Punjab,32464.0,Gig Worker,2024-04-02 22:50:59,APPROVED,LOW
USR87720,Unnati Raju,GEVFJ9745B,2807267943,29/10/1967 07:43 AM,MUMBAI,Maharashtra,16732,Student,24-Oct-2024,IN_PROGRESS,LOW,USR87720,False,Unnati Raju,GEVFJ9745B,,1967-10-29,Mumbai,Maharashtra,16732.0,Student,2024-10-24 00:00:00,IN_PROGRESS,LOW
USR 19475,  Qadim Wali  ,OOATK7759S,039566686978,28/06/1974 10:22 AM,DELHI,Delhi,"₹25,694",Freelancer,2024-05-07 07:08:22,VERIFIED,MEDIUM,USR19475,False,Qadim Wali,OOATK7759S,039566686978,1974-06-28,Delhi,Delhi,25694.0,Freelancer,2024-05-07 07:08:22,VERIFIED,MEDIUM
USR50606,Tejas Peri,NSHIW 8500 D,699368798564,04/05/2002 01:49 AM,kolkata,West Bengal,,Retired,04-Jun-2024,Verified,medium,USR50606,False,Tejas Peri,NSHIW8500D,699368798564,2002-05-04,Kolkata,West Bengal,,Retired,2024-06-04 00:00:00,VERIFIED,MEDIUM
usr96323,  Neel Chander  ,cbplm9873e,6802 9369 7308,06-Oct-2000,amritsar,Punjab,"₹18,909",Retired,,Done,Low,USR96323,False,Neel Chander,CBPLM9873E,680293697308,2000-10-06,Amritsar,Punjab,18909.0,Retired,,DONE,LOW
usr52464,Hritik Bajaj,MIGWM5936,3864-9493-9946,,Hyderabad,Telangana,28566,Retired,01-31-2026,APPROVED,LOW,USR52464,False,Hritik Bajaj,,386494939946,,Hyderabad,Telangana,28566.0,Retired,2026-01-31 00:00:00,APPROVED,LOW
USR85487,Praneel Patel,YDPSI1686X,135700883317,12/04/2002,Poona,Maharashtra,"₹21,905",Unemployed,2026-02-27 22:28:35,PENDING,HIGH,USR85487,False,Praneel Patel,YDPSI1686X,135700883317,2002-04-12,Pune,Maharashtra,21905.0,Unemployed,2026-02-27 22:28:35,PENDING,HIGH
USR42435,Ojasvi Doctor,CUEJC8022Y,418336297733,30-Dec-1993,Delhi,Delhi,"Rs. 19,821",Self Employed,27/09/2024,VERIFIED,low,USR42435,False,Ojasvi Doctor,CUEJC8022Y,418336297733,1993-12-30,Delhi,Delhi,19821.0,Self Employed,2024-09-27 00:00:00,VERIFIED,LOW
USR75311,mohini ratta,VPJVF5949K,422570352065,31/07/1997,Jaipur,Rajasthan,"₹20,426",Self Employed,2026/02/03,Verified,medium,USR75311,False,Mohini Ratta,VPJVF5949K,422570352065,1997-07-31,Jaipur,Rajasthan,20426.0,Self Employed,2026-02-03 00:00:00,VERIFIED,MEDIUM
USR32142,Brinda Shukla,CWJMI 9037 G,,25/06/1980 12:19 AM,amritsar,Punjab,"₹22,068",Self Employed,2024-12-03 19:00:45,V,Low,USR32142,False,Brinda Shukla,CWJMI9037G,,1980-06-25,Amritsar,Punjab,22068.0,Self Employed,2024-12-03 19:00:45,VERIFIED,LOW
97594,Dhriti Kari,FUNRB5604S,2435-3373-7966,16/07/1969,Ludhiana,Punjab,28361,Farmer,19-Feb-2024,KYC_DONE,LOW,USR97594,False,Dhriti Kari,FUNRB5604S,243533737966,1969-07-16,Ludhiana,Punjab,28361.0,Farmer,2024-02-19 00:00:00,KYC_DONE,LOW
USR96568,Devansh De0,GVSDI-0058-L,,16-Jun-1978,delhi,Delhi,18126,Gig Worker,21-Feb-2025,Verified,LOW,USR96568,False,Devansh De0,GVSDI0058L,,1978-06-16,Delhi,Delhi,18126.0,Gig Worker,2025-02-21 00:00:00,VERIFIED,LOW
USR-85734,Ekani Sankar,JTFRD4563E,3366527810081,05-Sep-1970,pune,Maharashtra,30232,Gig Worker,14/01/2026 10:29 PM,APPROVED,HIGH,USR85734,False,Ekani Sankar,JTFRD4563E,,1970-09-05,Pune,Maharashtra,30232.0,Gig Worker,,APPROVED,HIGH
USR32093,Wakeeta Malhotra,ZEHJV5640E,841627503977,01-Sep-2007,LKO,Uttar Pradesh,8857,Salaried,2025/11/19,KYC_DONE,low,USR32093,False,Wakeeta Malhotra,ZEHJV5640E,841627503977,2007-09-01,Lucknow,Uttar Pradesh,8857.0,Salaried,2025-11-19 00:00:00,KYC_DONE,LOW
USR42344,Aarav Mann,DSNKL4476C,,20/03/1996,Amritsar,Punjab,,Farmer,15/12/2024,R,LOW,USR42344,False,Aarav Mann,DSNKL4476C,,1996-03-20,Amritsar,Punjab,,Farmer,2024-12-15 00:00:00,REJECTED,LOW
USR74729,Mekhala Panchal,BBSPO0777L,604758283075,506749427,DELHI,Delhi,32233,Unemployed,1705923745,Verified,low,USR74729,False,Mekhala Panchal,BBSPO0777L,604758283075,,Delhi,Delhi,32233.0,Unemployed,2024-01-22 11:42:25,VERIFIED,LOW
usr93756,Harita Raja,SAGCD13240,7023689874,1969/03/14,MUMBAI,Maharashtra,-20898,Student,25-Apr-2024,APPROVED,Low,USR93756,False,Harita Raja,,,1969-03-14,Mumbai,Maharashtra,,Student,2024-04-25 00:00:00,APPROVED,LOW
USR11479,NIDHI CHATTERJEE,QNRCY 6412 W,173185449919,1970/07/11,Jaipur,Rajasthan,19796,Salaried,01-11-2026,Verified,low,USR11479,False,Nidhi Chatterjee,QNRCY6412W,173185449919,1970-07-11,Jaipur,Rajasthan,19796.0,Salaried,2026-01-11 00:00:00,VERIFIED,LOW
USR64399,Naveen Dua,VJSZZ-5813-V,969889284696,1997/10/31,pune,Maharashtra,48737,Freelancer,2024/01/14,V,Low,USR64399,False,Naveen Dua,VJSZZ5813V,969889284696,1997-10-31,Pune,Maharashtra,48737.0,Freelancer,2024-01-14 00:00:00,VERIFIED,LOW
usr74853,Chame1i Va1a,,183123684657,31/03/1978,HYDERABAD,Telangana,19999,Gig Worker,2025/06/08,Done,Low,USR74853,False,Chame1I Va1A,,183123684657,1978-03-31,Hyderabad,Telangana,19999.0,Gig Worker,2025-06-08 00:00:00,DONE,LOW
usr_52784,Onkar Mody,STIDE-4923-Z,4715-0346-0247,24/12/1981 12:16 PM,JPR,Rajasthan,"Rs. 15,693",Gig Worker,,PENDING,Medium,USR52784,False,Onkar Mody,STIDE4923Z,471503460247,1981-12-24,Jaipur,Rajasthan,15693.0,Gig Worker,,PENDING,MEDIUM
87635,Naveen Ratti,ZLGLJ4535L,8365 1554 6586,13/06/2002,mumbai,Maharashtra,"INR 21,644",Unemployed,05/01/2024,Done,Low,USR87635,False,Naveen Ratti,ZLGLJ4535L,836515546586,2002-06-13,Mumbai,Maharashtra,21644.0,Unemployed,2024-01-05 00:00:00,DONE,LOW
usr51172,Rachana Keer,QMSHN9138R,,2000/08/14,ludhiana,Punjab,16250,Student,11-23-2024,Pending,low,USR51172,False,Rachana Keer,QMSHN9138R,,2000-08-14,Ludhiana,Punjab,16250.0,Student,2024-11-23 00:00:00,PENDING,LOW
USR73385,Nathaniel Murthy,BUUMC0834,478360317456,03/02/2001,Jaipur,Rajasthan,15021,Salaried,2025/11/03,VERIFIED,MEDIUM,USR73385,False,Nathaniel Murthy,,478360317456,2001-02-03,Jaipur,Rajasthan,15021.0,Salaried,2025-11-03 00:00:00,VERIFIED,MEDIUM
USR81548,Wakeeta Viswanathan,SFLWS5677Y,4850 1528 2192,2000/11/06,LKO,Uttar Pradesh,24815,Self Employed,13/04/2024 08:57 AM,VERIFIED,high,USR81548,False,Wakeeta Viswanathan,SFLWS5677Y,485015282192,2000-11-06,Lucknow,Uttar Pradesh,24815.0,Self Employed,,VERIFIED,HIGH
USR-69790,Ishwar Narang,WRVSF 0300 U,9522035402762,1992-12-06 01:17:43,Mumbay,Maharashtra,"Rs. 16,463",Self Employed,2024/09/10,Verified,LOW,USR69790,False,Ishwar Narang,WRVSF0300U,,1992-12-06,Mumbai,Maharashtra,16463.0,Self Employed,2024-09-10 00:00:00,VERIFIED,LOW
USR65390,Aarini Mohanty,VKRGI3840Z,8666 1548 6148,1986-01-17 10:52:02,Chennai,Tamil Nadu,13884,Self Employed,04/04/2024,Verified,Low,USR65390,False,Aarini Mohanty,VKRGI3840Z,866615486148,1986-01-17,Chennai,Tamil Nadu,13884.0,Self Employed,2024-04-04 00:00:00,VERIFIED,LOW
USR38527,George Wable,CGADO 8321 C,1954905611,1997/05/16,bengaluru,Karnataka,"Rs. 23,768",Freelancer,20-Aug-2025,IN_PROGRESS,Medium,USR38527,False,George Wable,CGADO8321C,,1997-05-16,Bengaluru,Karnataka,23768.0,Freelancer,2025-08-20 00:00:00,IN_PROGRESS,MEDIUM
USR98605,Ati Buch,XONJF5185C,567416416657,01-21-2005,ASR,Punjab,,Business Owner,2024-09-02 21:40:45,KYC_DONE,LOW,USR98605,False,Ati Buch,XONJF5185C,567416416657,2005-01-21,Amritsar,Punjab,,Business Owner,2024-09-02 21:40:45,KYC_DONE,LOW
USR61960,  Girindra Divan  ,URCYO8341P,2285-0396-0308,1996/06/13,Jaipur,Rajasthan,17347,Self Employed,2024-10-24 15:32:03,Verified,MEDIUM,USR61960,False,Girindra Divan,URCYO8341P,228503960308,1996-06-13,Jaipur,Rajasthan,17347.0,Self Employed,2024-10-24 15:32:03,VERIFIED,MEDIUM
usr61531,Joshua Kalita,MDFVN2532,900101850241,1974/10/22,Calcutta,West Bengal,25311,Business Owner,2024/10/20,V,high,USR61531,False,Joshua Kalita,,900101850241,1974-10-22,Kolkata,West Bengal,25311.0,Business Owner,2024-10-20 00:00:00,VERIFIED,HIGH
USR82018,David Srinivasan,ZNFJN3930Z,7343989337,21/07/1997 10:25 PM,Dilli,Delhi,"₹36,744",Salaried,07/03/2026 10:20 AM,IN_PROGRESS,Medium,USR82018,False,David Srinivasan,ZNFJN3930Z,,1997-07-21,Delhi,Delhi,36744.0,Salaried,,IN_PROGRESS,MEDIUM
USR73823,Pratyush Bhandari,YGEJU 2397 R,822605561132,14/04/1992,New Delhi,Delhi,"INR 12,321",Gig Worker,2025/05/09,V,low,USR73823,False,Pratyush Bhandari,YGEJU2397R,822605561132,1992-04-14,Delhi,Delhi,12321.0,Gig Worker,2025-05-09 00:00:00,VERIFIED,LOW
usr69326,Mitesh Toor,FLLTI3920Y,3044 9944 9802,08-26-1965,Chennai,Tamil Nadu,38482,Self Employed,2024/05/31,KYC_DONE,high,USR69326,False,Mitesh Toor,FLLTI3920Y,304499449802,1965-08-26,Chennai,Tamil Nadu,38482.0,Self Employed,2024-05-31 00:00:00,KYC_DONE,HIGH
USR 80836,Oni Rai,VNAMJ8551G,XXXX-XXXX-0212,01-06-1960,Bengaluru,Karnataka,19080,Student,03-05-2025,Under Review,medium,USR80836,False,Oni Rai,VNAMJ8551G,,1960-06-01,Bengaluru,Karnataka,19080.0,Student,2025-03-05 00:00:00,UNDER_REVIEW,MEDIUM
USR40788,Nee1ima Prabhakar,TXGET0270L,292450639671,28-Jul-1982,Hyd,Telangana,45786,Gig Worker,07/08/2024 10:07 AM,PENDING,LOW,USR40788,False,Nee1Ima Prabhakar,TXGET0270L,292450639671,1982-07-28,Hyderabad,Telangana,45786.0,Gig Worker,,PENDING,LOW
USR37941,Ayushman Barman,JKCKK1347I,XXXX-XXXX-5140,10-Mar-1998,ludhiana,Punjab,21605,Retired,07/11/2025,R,LOW,USR37941,False,Ayushman Barman,JKCKK1347I,,1998-03-10,Ludhiana,Punjab,21605.0,Retired,2025-11-07 00:00:00,REJECTED,LOW
USR45141,Bimala Date,DOCHY8719F,192776768271,06/02/1974,Pune,Maharashtra,"INR 32,133",Business Owner,03-25-2026,KYC_DONE,MEDIUM,USR45141,False,Bimala Date,DOCHY8719F,192776768271,1974-02-06,Pune,Maharashtra,32133.0,Business Owner,2026-03-25 00:00:00,KYC_DONE,MEDIUM
USR52317,Bachittar Dhingra,JNZPT8570I,4627-5793-7781,712846531,Hyderabad,Telangana,21218,Salaried,22/08/2024 06:19 PM,Under Review,LOW,USR52317,False,Bachittar Dhingra,JNZPT8570I,462757937781,,Hyderabad,Telangana,21218.0,Salaried,,UNDER_REVIEW,LOW
USR73565,Hemal Chandran,mzsxk6852c,,22/11/1997,lucknow,Uttar Pradesh,"INR 10,777",Freelancer,15/06/2024 03:55 PM,VERIFIED,medium,USR73565,False,Hemal Chandran,MZSXK6852C,,1997-11-22,Lucknow,Uttar Pradesh,10777.0,Freelancer,,VERIFIED,MEDIUM
USR41583,  Unnati Bhargava  ,EEAPD5607X,373318867873,02-01-2001,BLR,Karnataka,23.2k,Business Owner,,V,MEDIUM,USR41583,False,Unnati Bhargava,EEAPD5607X,373318867873,2001-01-02,Bengaluru,Karnataka,23200.0,Business Owner,,VERIFIED,MEDIUM
usr95124,Yashoda Banerjee,vormq9524s,,12-Mar-1979,Bombay,Maharashtra,,Farmer,02-Feb-2026,VERIFIED,Low,USR95124,False,Yashoda Banerjee,VORMQ9524S,,1979-03-12,Mumbai,Maharashtra,,Farmer,2026-02-02 00:00:00,VERIFIED,LOW
USR45095,  Indira Ben  ,rtwqn7168u,1703-7971-2153,1998-04-04 17:36:07,New Delhi,Delhi,22253,Business Owner,,Under Review,LOW,USR45095,False,Indira Ben,RTWQN7168U,170379712153,1998-04-04,Delhi,Delhi,22253.0,Business Owner,,UNDER_REVIEW,LOW
usr14842,Chatresh Dubey,GPKCG4542T,655430710103,788831093,bengaluru,Karnataka,32726,Salaried,2024/04/20,VERIFIED,low,USR14842,False,Chatresh Dubey,GPKCG4542T,655430710103,,Bengaluru,Karnataka,32726.0,Salaried,2024-04-20 00:00:00,VERIFIED,LOW
usr82271,VedhikaDas,,817155339317,1974-10-26 20:26:52,LKO,Uttar Pradesh,34097,Student,17/12/2025,KYC_DONE,low,USR82271,False,Vedhikadas,,817155339317,1974-10-26,Lucknow,Uttar Pradesh,34097.0,Student,2025-12-17 00:00:00,KYC_DONE,LOW
USR89178,Zaitra Om,OBWGR8535Y,504602027764,19/04/1960 11:25 PM,Pune,Maharashtra,52918,Business Owner,1766062564,APPROVED,medium,USR89178,False,Zaitra Om,OBWGR8535Y,504602027764,1960-04-19,Pune,Maharashtra,52918.0,Business Owner,2025-12-18 12:56:04,APPROVED,MEDIUM
USR-72829,Lakshmi Basu,PHPMK-9271-P,024949400758,1085135108,Hyd,Telangana,"Rs. 41,518",Unemployed,,Reject,HIGH,USR72829,False,Lakshmi Basu,PHPMK9271P,024949400758,,Hyderabad,Telangana,41518.0,Unemployed,,REJECTED,HIGH
USR14505,Ojasvi Deep,BDCYF5778D,357764619730,30-Mar-2002,Ludhiana,Punjab,"₹52,126",Freelancer,1719641053,Verified,MEDIUM,USR14505,False,Ojasvi Deep,BDCYF5778D,357764619730,2002-03-30,Ludhiana,Punjab,52126.0,Freelancer,2024-06-29 06:04:13,VERIFIED,MEDIUM
USR85211,Abhimanyu Nanda,WYJKJ0497S,,1977-09-25 15:23:11,Jalandar,Punjab,"₹19,823",Business Owner,2025-12-04 02:16:35,APPROVED,low,USR85211,False,Abhimanyu Nanda,WYJKJ0497S,,1977-09-25,Jalandhar,Punjab,19823.0,Business Owner,2025-12-04 02:16:35,APPROVED,LOW
USR86831,Azad Chahal,AYPTX1844R,4160 4727 0858,12-01-2005,delhi,Delhi,-44513,Self Employed,,Done,LOW,USR86831,False,Azad Chahal,AYPTX1844R,416047270858,2005-01-12,Delhi,Delhi,,Self Employed,,DONE,LOW
USR87667,Anika Mutti,qzdhu3235b,206917578302,25/11/1975 07:46 PM,Mumbay,Maharashtra,"INR 52,567",Retired,2025/03/17,KYC_DONE,Unknown,USR87667,False,Anika Mutti,QZDHU3235B,206917578302,1975-11-25,Mumbai,Maharashtra,52567.0,Retired,2025-03-17 00:00:00,KYC_DONE,UNKNOWN
USR50313,Abdul Buch,VOZLB9814N,,1976/09/01,LKO,Uttar Pradesh,22201,Salaried,12-03-2024,V,medium,USR50313,False,Abdul Buch,VOZLB9814N,,1976-09-01,Lucknow,Uttar Pradesh,22201.0,Salaried,2024-12-03 00:00:00,VERIFIED,MEDIUM
USR58565,TaraBen,MPVMW6016H,624162869139,04-15-1972,pune,Maharashtra,"₹14,523",Gig Worker,1725219933,Pending,High,USR58565,False,Taraben,MPVMW6016H,624162869139,1972-04-15,Pune,Maharashtra,14523.0,Gig Worker,2024-09-01 19:45:33,PENDING,HIGH
USR-43056,Saanvi Kaul,TEFLP9636K,623263042463,1976-06-10 13:41:09,kolkata,West Bengal,40856,Retired,2026/01/21,Done,Medium,USR43056,False,Saanvi Kaul,TEFLP9636K,623263042463,1976-06-10,Kolkata,West Bengal,40856.0,Retired,2026-01-21 00:00:00,DONE,MEDIUM
USR25583,Advika Acharya,LOUWE 6107 N,681977381098,08/12/1981,Pune,Maharashtra,"INR 93,842",Self Employed,14/11/2024,V,Medium,USR25583,False,Advika Acharya,LOUWE6107N,681977381098,1981-12-08,Pune,Maharashtra,93842.0,Self Employed,2024-11-14 00:00:00,VERIFIED,MEDIUM
USR42960,JacobNarayanan,FMNHM9380Z,XXXX-XXXX-8444,1122449759,HYDERABAD,Telangana,,Student,2024/10/06,VERIFIED,Low,USR42960,False,Jacobnarayanan,FMNHM9380Z,,,Hyderabad,Telangana,,Student,2024-10-06 00:00:00,VERIFIED,LOW
USR24389,Oeshi Bhatia,GICMS4903C,,17/01/1982,Kolkata,West Bengal,"INR 11,824",Student,19/08/2024 02:33 AM,Pending,Medium,USR24389,False,Oeshi Bhatia,GICMS4903C,,1982-01-17,Kolkata,West Bengal,11824.0,Student,,PENDING,MEDIUM
USR15349,balendra mittal,LXDJV3737H,6609395510529,12/03/1995,lucknow,Uttar Pradesh,"Rs. 18,908",Self Employed,1754793590,APPROVED,Low,USR15349,False,Balendra Mittal,LXDJV3737H,,1995-03-12,Lucknow,Uttar Pradesh,18908.0,Self Employed,2025-08-10 02:39:50,APPROVED,LOW
USR-46419,Agastya Sarraf,SIDUK1545P,3474 8003 9296,1971/07/25,Jalandar,Punjab,41555,Unemployed,17/12/2024,KYC_DONE,medium,USR46419,False,Agastya Sarraf,SIDUK1545P,347480039296,1971-07-25,Jalandhar,Punjab,41555.0,Unemployed,2024-12-17 00:00:00,KYC_DONE,MEDIUM
usr59576,Dalbir Chauhan,ACUPV 6613 Q,7667-9160-6827,01/10/1961,jaipur,Rajasthan,22.1k,Unemployed,2025-03-25 16:29:05,Verified,low,USR59576,False,Dalbir Chauhan,ACUPV6613Q,766791606827,1961-10-01,Jaipur,Rajasthan,22100.0,Unemployed,2025-03-25 16:29:05,VERIFIED,LOW
31586,Maanas Bahl,BXENG6390G,8393440379456,,delhi,Delhi,-24583,Student,,V,Low,USR31586,False,Maanas Bahl,BXENG6390G,,,Delhi,Delhi,,Student,,VERIFIED,LOW
USR63349,Reyansh Pandey,PMNHI9520Y,141919565085,-78451833,Dilli,Delhi,72.2k,Student,11-Sep-2024,Verified,low,USR63349,False,Reyansh Pandey,PMNHI9520Y,141919565085,,Delhi,Delhi,72200.0,Student,2024-09-11 00:00:00,VERIFIED,LOW
USR 94963,Charan Zacharia,RZYDN9373L,5036-2119-9675,1976/08/03,Hyderabad,Telangana,25767,Self Employed,03-18-2024,Under Review,Low,USR94963,False,Charan Zacharia,RZYDN9373L,503621199675,1976-08-03,Hyderabad,Telangana,25767.0,Self Employed,2024-03-18 00:00:00,UNDER_REVIEW,LOW
USR50588,Bachittar Padmanabhan,NNIMV7030V,981675010124,04-02-1975,Chennai,Tamil Nadu,"₹105,480",Farmer,2025/12/13,VERIFIED,High,USR50588,False,Bachittar Padmanabhan,NNIMV7030V,981675010124,1975-02-04,Chennai,Tamil Nadu,105480.0,Farmer,2025-12-13 00:00:00,VERIFIED,HIGH
USR61761,Indira Tandon,BXGVW6225F,2837 7645 0867,02/12/1999,Bombay,Maharashtra,,Farmer,30/01/2025,P,medium,USR61761,False,Indira Tandon,BXGVW6225F,283776450867,1999-12-02,Mumbai,Maharashtra,,Farmer,2025-01-30 00:00:00,PENDING,MEDIUM
USR38289,OMKAAR NIGAM,YIBLO6127B,630229173103,1994-10-12 12:58:40,LDH,Punjab,25723,Farmer,22-Oct-2025,Done,LOW,USR38289,False,Omkaar Nigam,YIBLO6127B,630229173103,1994-10-12,Ludhiana,Punjab,25723.0,Farmer,2025-10-22 00:00:00,DONE,LOW
USR90258,Peter Goswami,ngbuu0391k,XXXX-XXXX-7975,1961/08/19,LDH,Punjab,19279,Retired,2024-03-08 20:13:33,APPROVED,Medium,USR90258,False,Peter Goswami,NGBUU0391K,,1961-08-19,Ludhiana,Punjab,19279.0,Retired,2024-03-08 20:13:33,APPROVED,MEDIUM
USR22035,Mohini Ravi,BKFOY8715R,0793050637,01-Mar-2007,chennai,Tamil Nadu,"₹41,723",Gig Worker,05/12/2025 05:25 AM,REJECTED,Low,USR22035,False,Mohini Ravi,BKFOY8715R,,2007-03-01,Chennai,Tamil Nadu,41723.0,Gig Worker,,REJECTED,LOW
