merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,merchant_status,declared_avg_ticket_size,merchant_id_clean,merchant_name_clean,mcc_clean,merchant_category_clean,business_type_clean,city_clean,state_clean,onboarding_date_clean,settlement_account_clean,settlement_account_type,merchant_status_clean,declared_avg_ticket_size_clean
MCH4652,  Varghese-Ramachandran  ,04131,Transportation,private_limited,Amritsar,Punjab,30/10/2024,0536639184,ACTIVE,-2348.76,MCH4652,Varghese-Ramachandran,4131.0,TRANSPORTATION,PRIVATE_LIMITED,Amritsar,Punjab,2024-10-30 00:00:00,0536639184,NUMERIC_ACCOUNT,ACTIVE,
mch3990,Dey-Chaudhari,5912,Pharmacy,individual,Chennai,Tamil Nadu,14/03/2025,IPYG2797181414167,A,-1780.37,MCH3990,Dey-Chaudhari,5912.0,MEDICAL,INDIVIDUAL,Chennai,Tamil Nadu,2025-03-14 00:00:00,IPYG2797181414167,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH7029,  Purohit Ltd  ,4814,Mobile Recharge,Partnership,Bengaluru,Karnataka,2025-03-28 00:44:27,7715883452,Disabled,"1,186.22",MCH7029,Purohit Ltd,4814.0,TELECOM,PARTNERSHIP,Bengaluru,Karnataka,2025-03-28 00:44:27,7715883452,NUMERIC_ACCOUNT,INACTIVE,1186.22
MCH3778,Karnik Inc,MCC-5912,Pharmacies,sole_proprietor,Jaipur,Rajasthan,,2560479060,I,"Rs. 1,211",MCH3778,Karnik Inc,,MEDICAL,SOLE_PROPRIETOR,Jaipur,Rajasthan,,2560479060,NUMERIC_ACCOUNT,INACTIVE,1211.0
MCH9345,Mahal Inc,4814.0,TELECOM,Private Limited,Amritsar,Punjab,30/11/2025,5557853955,ACTIVE,"4,834.52",MCH9345,Mahal Inc,4814.0,TELECOM,PRIVATE_LIMITED,Amritsar,Punjab,2025-11-30 00:00:00,5557853955,NUMERIC_ACCOUNT,ACTIVE,4834.52
MCH 6190,Pal Ltd,5699.0,CLOTHS,PRIVATE_LIMITED,Ludhiana,Punjab,2023/03/01,,Live,INR 376.59,MCH6190,Pal Ltd,5699.0,CLOTHING,PRIVATE_LIMITED,Ludhiana,Punjab,2023-03-01 00:00:00,,MISSING,ACTIVE,376.59
MCH8540,Tiwari Ltd,5999,Other,Sole Proprietor,Jaipur,Rajasthan,27/06/2024 07:54 AM,,A,,MCH8540,Tiwari Ltd,5999.0,OTHER,SOLE_PROPRIETOR,Jaipur,Rajasthan,2024-06-27 07:54:00,,MISSING,ACTIVE,
MCH1492,Ganesan LLC,5999.0,Other,PARTNERSHIP,Hyderabad,Telangana,19/08/2023 12:27 PM,1007001196,Active,3316.76,MCH1492,Ganesan Llc,5999.0,OTHER,PARTNERSHIP,Hyderabad,Telangana,2023-08-19 12:27:00,1007001196,NUMERIC_ACCOUNT,ACTIVE,3316.76
MCH3172,SONI-VARTY,4814,TELECOM,SOLE-PROPRIETOR,Bangalore,Karnataka,2025-07-10 02:41:34,XXXX7710,A,"INR 3,097.60",MCH3172,Soni-Varty,4814.0,TELECOM,SOLE_PROPRIETOR,Bengaluru,Karnataka,2025-07-10 02:41:34,XXXX7710,MASKED_ACCOUNT,ACTIVE,3097.6
MCH2492,More LLC,5699,CLOTHS,partnership,Jaipur,Rajasthan,2023/04/22,3899609403,Inactive,,MCH2492,More Llc,5699.0,CLOTHING,PARTNERSHIP,Jaipur,Rajasthan,2023-04-22 00:00:00,3899609403,NUMERIC_ACCOUNT,INACTIVE,
5021,"Badami, Chatterjee and Handa",4814,Mobile Recharge,SOLE_PROPRIETOR,Hyd,Telangana,1724367136,,ACTIVE,443.63,MCH5021,"Badami, Chatterjee And Handa",4814.0,TELECOM,SOLE_PROPRIETOR,Hyderabad,Telangana,2024-08-22 22:52:16,,MISSING,ACTIVE,443.63
MCH9571,buch inc,5812,Restaurants,individual,Hyderabad,Telangana,,DKEU4746665718428,Live,1270.83,MCH9571,Buch Inc,5812.0,RESTAURANT,INDIVIDUAL,Hyderabad,Telangana,,DKEU4746665718428,ALPHANUMERIC_ACCOUNT,ACTIVE,1270.83
MCH9158,"Sachdeva, Va1a and Bedi",5812,Restaurants,sole_proprietor,lucknow,Uttar Pradesh,,8244922873,Closed,"₹6,181.65",MCH9158,"Sachdeva, Va1A And Bedi",5812.0,RESTAURANT,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,,8244922873,NUMERIC_ACCOUNT,INACTIVE,6181.65
mch2525,"Nath, Gaba and Viswanathan",05699,Fashion,INDIVIDUAL,Mumbay,Maharashtra,29/12/2024 12:44 PM,,Active,₹518.76,MCH2525,"Nath, Gaba And Viswanathan",5699.0,CLOTHING,INDIVIDUAL,Mumbai,Maharashtra,2024-12-29 12:44:00,,MISSING,ACTIVE,518.76
MCH4359,Mistry-Parekh,MCC-5912,Pharmacies,private_limited,MUMBAI,Maharashtra,10/06/2023 04:16 PM,YQCO7150849658211,Blocked,Rs. 684,MCH4359,Mistry-Parekh,,MEDICAL,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-10-06 16:16:00,YQCO7150849658211,ALPHANUMERIC_ACCOUNT,SUSPENDED,684.0
MCH-8049,Balan-Shah,5699,garments,PRIVATE_LIMITED,LKO,Uttar Pradesh,04-09-2024,,ACTIVE,,MCH8049,Balan-Shah,5699.0,CLOTHING,PRIVATE_LIMITED,Lucknow,Uttar Pradesh,2024-04-09 00:00:00,,MISSING,ACTIVE,
MCH2129,Bhavsar-De,5912,Pharmacy,SOLE-PROPRIETOR,Hyderabad,Telangana,,2500999511,Active,"Rs. 4,898",MCH2129,Bhavsar-De,5912.0,MEDICAL,SOLE_PROPRIETOR,Hyderabad,Telangana,,2500999511,NUMERIC_ACCOUNT,ACTIVE,4898.0
MCH2776,Datta Ltd,4814,Telecom,Partnership,JPR,Rajasthan,2024-11-09 21:59:20,QUCG6914808410390,Enabled,"₹1,643.13",MCH2776,Datta Ltd,4814.0,TELECOM,PARTNERSHIP,Jaipur,Rajasthan,2024-11-09 21:59:20,QUCG6914808410390,ALPHANUMERIC_ACCOUNT,ACTIVE,1643.13
MCH7205,Dara PLC,5912,chemist,SOLE_PROPRIETOR,ludhiana,Punjab,26-Sep-2023,,A,1778.94,MCH7205,Dara Plc,5912.0,MEDICAL,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-09-26 00:00:00,,MISSING,ACTIVE,1778.94
MCH8761,chokshi llc,7011.0,Hospitality,INDIVIDUAL,Hyd,Telangana,01/12/2025 06:08 AM,9822762385,Active,₹963.43,MCH8761,Chokshi Llc,7011.0,HOSPITALITY,INDIVIDUAL,Hyderabad,Telangana,2025-01-12 06:08:00,9822762385,NUMERIC_ACCOUNT,ACTIVE,963.43
MCH6598,Rajagopalan Inc,5812,Food,INDIVIDUAL,Hyderabad,Telangana,27/04/2023,,Enabled,"Rs. 2,194",MCH6598,Rajagopalan Inc,5812.0,RESTAURANT,INDIVIDUAL,Hyderabad,Telangana,2023-04-27 00:00:00,,MISSING,ACTIVE,2194.0
MCH2910,"Mitter, Sekhon and Kunda",5912,Pharmacies,Sole Proprietor,lucknow,Uttar Pradesh,2023-11-04 03:45:23,XXXX8939,Enabled,"INR 1,288.60",MCH2910,"Mitter, Sekhon And Kunda",5912.0,MEDICAL,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-11-04 03:45:23,XXXX8939,MASKED_ACCOUNT,ACTIVE,1288.6
MCH5122,K0ta-R0y,5699,CLOTHS,Individual,Delhi,Delhi,20-Aug-2025,XXXX7270,Enabled,390.64,MCH5122,K0Ta-R0Y,5699.0,CLOTHING,INDIVIDUAL,Delhi,Delhi,2025-08-20 00:00:00,XXXX7270,MASKED_ACCOUNT,ACTIVE,390.64
MCH 5929,Chaudry-Pal,7011,Hotels,private_limited,chennai,Tamil Nadu,11-12-2024,RXEM4030982599966,Enabled,705.57,MCH5929,Chaudry-Pal,7011.0,HOSPITALITY,PRIVATE_LIMITED,Chennai,Tamil Nadu,2024-11-12 00:00:00,RXEM4030982599966,ALPHANUMERIC_ACCOUNT,ACTIVE,705.57
MCH1750,"Dube, Natt and V0hra",4131,transprt,INDIVIDUAL,pune,Maharashtra,2024-12-18 12:18:45,XXXX3705,A,,MCH1750,"Dube, Natt And V0Hra",4131.0,TRANSPORTATION,INDIVIDUAL,Pune,Maharashtra,2024-12-18 12:18:45,XXXX3705,MASKED_ACCOUNT,ACTIVE,
MCH2064,date and sons,5812,Restaurant,private_limited,Delhi,Delhi,05/08/2025,,ACTIVE,"Rs. 1,715",MCH2064,Date And Sons,5812.0,RESTAURANT,PRIVATE_LIMITED,Delhi,Delhi,2025-05-08 00:00:00,,MISSING,ACTIVE,1715.0
MCH1462,Swamy Inc,5912,chemist,PRIVATE-LIMITED,Jalandar,Punjab,13-Sep-2023,CPHK2049802773880,Inactive,"Rs. 1,411",MCH1462,Swamy Inc,5912.0,MEDICAL,PRIVATE_LIMITED,Jalandhar,Punjab,2023-09-13 00:00:00,CPHK2049802773880,ALPHANUMERIC_ACCOUNT,INACTIVE,1411.0
MCH 7353,NADIG LLC,4814.0,Mobile Recharge,Individual,Hyderabad,Telangana,12/11/2025,XXXX4294,ACTIVE,"Rs. 1,097",MCH7353,Nadig Llc,4814.0,TELECOM,INDIVIDUAL,Hyderabad,Telangana,2025-12-11 00:00:00,XXXX4294,MASKED_ACCOUNT,ACTIVE,1097.0
mch2067,"Barad, Rai and Kapur",5411,Grocery Stores,Private Limited,jaipur,Rajasthan,2023/03/04,5177364796,Active,999.18,MCH2067,"Barad, Rai And Kapur",5411.0,GROCERY,PRIVATE_LIMITED,Jaipur,Rajasthan,2023-03-04 00:00:00,5177364796,NUMERIC_ACCOUNT,ACTIVE,999.18
6148,GANESAN-JOHAL,4814,phone service,partnership,MUMBAI,Maharashtra,08-Oct-2023,XXXX8688,ACTIVE,INR 778.99,MCH6148,Ganesan-Johal,4814.0,TELECOM,PARTNERSHIP,Mumbai,Maharashtra,2023-10-08 00:00:00,XXXX8688,MASKED_ACCOUNT,ACTIVE,778.99
MCH 2028,"Sanghvi, Sibal and Vala",,Transportation,Individual,Bombay,Maharashtra,12/06/2024,,A,868.81,MCH2028,"Sanghvi, Sibal And Vala",,TRANSPORTATION,INDIVIDUAL,Mumbai,Maharashtra,2024-12-06 00:00:00,,MISSING,ACTIVE,868.81
MCH4200,Karnik Ltd,,transprt,Sole Proprietor,Poona,Maharashtra,04-27-2024,MNTN2594343179544,Active,951.15,MCH4200,Karnik Ltd,,TRANSPORTATION,SOLE_PROPRIETOR,Pune,Maharashtra,2024-04-27 00:00:00,MNTN2594343179544,ALPHANUMERIC_ACCOUNT,ACTIVE,951.15
MCH 2632,Agate-Gandhi,5311.0,DEPT_STORE,partnership,Madras,Tamil Nadu,01-14-2026,ZCSO2053232739383,Live,-243.56,MCH2632,Agate-Gandhi,5311.0,DEPARTMENT STORE,PARTNERSHIP,Chennai,Tamil Nadu,2026-01-14 00:00:00,ZCSO2053232739383,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH4805,"KRISHNAN, BHATNAGAR AND PRASAD",,Stationery,partnership,amritsar,Punjab,12-Jul-2025,,Live,INR 284.87,MCH4805,"Krishnan, Bhatnagar And Prasad",,BOOKS_STATIONERY,PARTNERSHIP,Amritsar,Punjab,2025-07-12 00:00:00,,MISSING,ACTIVE,284.87
MCH 4867,"Bedi, Ganesan and Radhakrishnan",7011,Hotels,PRIVATE-LIMITED,Pune,Maharashtra,2023/05/04,,Active,"₹2,651.67",MCH4867,"Bedi, Ganesan And Radhakrishnan",7011.0,HOSPITALITY,PRIVATE_LIMITED,Pune,Maharashtra,2023-05-04 00:00:00,,MISSING,ACTIVE,2651.67
MCH-7353,Bhat-Munshi,MCC-5912,Medical,partnership,Madras,Tamil Nadu,09-08-2023,,Live,,MCH7353,Bhat-Munshi,,MEDICAL,PARTNERSHIP,Chennai,Tamil Nadu,2023-09-08 00:00:00,,MISSING,ACTIVE,
MCH6556,"Andra, Chaudhary and Kunda",04814,Telecom,PARTNERSHIP,Bengaluru,Karnataka,31-Dec-2023,IBEQ5874818667293,Hold,327.82,MCH6556,"Andra, Chaudhary And Kunda",4814.0,TELECOM,PARTNERSHIP,Bengaluru,Karnataka,2023-12-31 00:00:00,IBEQ5874818667293,ALPHANUMERIC_ACCOUNT,SUSPENDED,327.82
MCH 9905,Pate1-S00d,7011,HOTEL_LODGING,Sole Proprietor,Jaipur,Rajasthan,2025/11/21,ZWIP5852637363100,Active,,MCH9905,Pate1-S00D,7011.0,HOSPITALITY,SOLE_PROPRIETOR,Jaipur,Rajasthan,2025-11-21 00:00:00,ZWIP5852637363100,ALPHANUMERIC_ACCOUNT,ACTIVE,
mch2037,Kadakia LLC,misc,Grocery Stores,partnership,New Delhi,Delhi,13-Oct-2024,ZTLJ8328872113925,Active,₹426.54,MCH2037,Kadakia Llc,,GROCERY,PARTNERSHIP,Delhi,Delhi,2024-10-13 00:00:00,ZTLJ8328872113925,ALPHANUMERIC_ACCOUNT,ACTIVE,426.54
MCH5355,"Sundaram, Gara and Bajwa",5812,Restaurant,Sole Proprietor,Kolkata,West Bengal,2023/08/03,,Enabled,3350.71,MCH5355,"Sundaram, Gara And Bajwa",5812.0,RESTAURANT,SOLE_PROPRIETOR,Kolkata,West Bengal,2023-08-03 00:00:00,,MISSING,ACTIVE,3350.71
1250,  Kata Group  ,5812,eating place,Private Limited,chennai,Tamil Nadu,22/12/2023 01:25 AM,,Enabled,"₹1,162.22",MCH1250,Kata Group,5812.0,RESTAURANT,PRIVATE_LIMITED,Chennai,Tamil Nadu,2023-12-22 01:25:00,,MISSING,ACTIVE,1162.22
MCH1185,"Buch, Barad and Toor",5999,Other,PARTNERSHIP,Jalandhar,Punjab,06-16-2024,6769671490,Active,2955.34,MCH1185,"Buch, Barad And Toor",5999.0,OTHER,PARTNERSHIP,Jalandhar,Punjab,2024-06-16 00:00:00,6769671490,NUMERIC_ACCOUNT,ACTIVE,2955.34
MCH7817,Lata PLC,05812,FOOD_SERVICES,private_limited,Madras,Tamil Nadu,27-Jul-2025,,I,3090.66,MCH7817,Lata Plc,5812.0,RESTAURANT,PRIVATE_LIMITED,Chennai,Tamil Nadu,2025-07-27 00:00:00,,MISSING,INACTIVE,3090.66
MCH2423,Ratti-Gupta,4131,TRAVEL,Private Limited,HYDERABAD,Telangana,09/02/2023 07:16 AM,8487553058,Enabled,1549.78,MCH2423,Ratti-Gupta,4131.0,TRANSPORTATION,PRIVATE_LIMITED,Hyderabad,Telangana,2023-09-02 07:16:00,8487553058,NUMERIC_ACCOUNT,ACTIVE,1549.78
MCH2806,Jhaveri-Babu,7011,Hospitality,SOLE-PROPRIETOR,lucknow,Uttar Pradesh,2023-09-15 11:54:30,XXXX2533,Closed,"Rs. 1,939",MCH2806,Jhaveri-Babu,7011.0,HOSPITALITY,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,2023-09-15 11:54:30,XXXX2533,MASKED_ACCOUNT,INACTIVE,1939.0
MCH7344,Banerjee Inc,4131,Transport,sole_proprietor,LDH,Punjab,09-04-2023,XXXX7344,Suspended,"INR 1,385.40",MCH7344,Banerjee Inc,4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-09-04 00:00:00,XXXX7344,MASKED_ACCOUNT,SUSPENDED,1385.4
MCH1884,Nagi LLC,4131,transprt,PRIVATE_LIMITED,Bengaluru,Karnataka,2025/01/08,ROSD8740992299086,ACTIVE,INR 628.95,MCH1884,Nagi Llc,4131.0,TRANSPORTATION,PRIVATE_LIMITED,Bengaluru,Karnataka,2025-01-08 00:00:00,ROSD8740992299086,ALPHANUMERIC_ACCOUNT,ACTIVE,628.95
3754,Dugal-Chawla,5812,FOOD_SERVICES,PARTNERSHIP,Calcutta,West Bengal,01-18-2025,MIWY6996336112119,Live,-581.93,MCH3754,Dugal-Chawla,5812.0,RESTAURANT,PARTNERSHIP,Kolkata,West Bengal,2025-01-18 00:00:00,MIWY6996336112119,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH3029,hegde-sood,5699,Clothing,PARTNERSHIP,LDH,Punjab,30/11/2023 03:01 AM,TXOB9117990620646,A,669.40,MCH3029,Hegde-Sood,5699.0,CLOTHING,PARTNERSHIP,Ludhiana,Punjab,2023-11-30 03:01:00,TXOB9117990620646,ALPHANUMERIC_ACCOUNT,ACTIVE,669.4
MCH9249,"Aggarwal, Agarwal and Naidu",5699,garments,PARTNERSHIP,Madras,Tamil Nadu,23-Dec-2025,XXXX8648,Live,-3533.14,MCH9249,"Aggarwal, Agarwal And Naidu",5699.0,CLOTHING,PARTNERSHIP,Chennai,Tamil Nadu,2025-12-23 00:00:00,XXXX8648,MASKED_ACCOUNT,ACTIVE,
MCH1767,Bhatnagar-Ka1a,,TELECOM,INDIVIDUAL,Jalandar,Punjab,,2537411732,Active,314.16,MCH1767,Bhatnagar-Ka1A,,TELECOM,INDIVIDUAL,Jalandhar,Punjab,,2537411732,NUMERIC_ACCOUNT,ACTIVE,314.16
MCH4336,"Dube, Baria and Nath",MCC-5411,kirana,private_limited,Jalandhar,Punjab,2026-01-06 20:58:43,,Live,-1545.59,MCH4336,"Dube, Baria And Nath",,GROCERY,PRIVATE_LIMITED,Jalandhar,Punjab,2026-01-06 20:58:43,,MISSING,ACTIVE,
MCH1482,"Bahri,SarinandHora",5999,Miscellaneous,Partnership,HYDERABAD,Telangana,01-26-2024,2731738944,Hold,"Rs. 1,651",MCH1482,"Bahri,Sarinandhora",5999.0,MISCELLANEOUS RETAIL,PARTNERSHIP,Hyderabad,Telangana,2024-01-26 00:00:00,2731738944,NUMERIC_ACCOUNT,SUSPENDED,1651.0
MCH2284,Wadhwa-Karpe,,TRAVEL,sole_proprietor,lucknow,Uttar Pradesh,,,INACTIVE,"INR 2,337.52",MCH2284,Wadhwa-Karpe,,TRANSPORTATION,SOLE_PROPRIETOR,Lucknow,Uttar Pradesh,,,MISSING,INACTIVE,2337.52
2885,"Varkey, Goda and Bala",5812,eating place,Private Limited,MUMBAI,Maharashtra,01-23-2023,0317882844,Inactive,4853.92,MCH2885,"Varkey, Goda And Bala",5812.0,RESTAURANT,PRIVATE_LIMITED,Mumbai,Maharashtra,2023-01-23 00:00:00,0317882844,NUMERIC_ACCOUNT,INACTIVE,4853.92
MCH8328,Raman-Dass,,GROCERY_STORE,PARTNERSHIP,jalandhar,Punjab,29-Sep-2024,,Active,"2,484.83",MCH8328,Raman-Dass,,GROCERY,PARTNERSHIP,Jalandhar,Punjab,2024-09-29 00:00:00,,MISSING,ACTIVE,2484.83
mch6345,Mani Group,5999,Other,PARTNERSHIP,Ludhiana,Punjab,,,A,"₹1,339.21",MCH6345,Mani Group,5999.0,OTHER,PARTNERSHIP,Ludhiana,Punjab,,,MISSING,ACTIVE,1339.21
MCH-2522,SINGHAL-CHANA,5999,Miscellaneous,PARTNERSHIP,ludhiana,Punjab,12/05/2023,,Inactive,,MCH2522,Singhal-Chana,5999.0,MISCELLANEOUS RETAIL,PARTNERSHIP,Ludhiana,Punjab,2023-12-05 00:00:00,,MISSING,INACTIVE,
MCH1838,Sarraf-Bhakta,,Miscellaneous,PARTNERSHIP,bengaluru,Karnataka,2023-04-20 03:12:53,XXXX3450,Live,Rs. 584,MCH1838,Sarraf-Bhakta,,MISCELLANEOUS RETAIL,PARTNERSHIP,Bengaluru,Karnataka,2023-04-20 03:12:53,XXXX3450,MASKED_ACCOUNT,ACTIVE,584.0
6700,RAVI LTD,4814,TELECOM,partnership,pune,Maharashtra,,,Enabled,INR 219.11,MCH6700,Ravi Ltd,4814.0,TELECOM,PARTNERSHIP,Pune,Maharashtra,,,MISSING,ACTIVE,219.11
MCH3231,Gokhale Group,5411,Grocery,INDIVIDUAL,Jalandhar,Punjab,,,Enabled,Rs. 205,MCH3231,Gokhale Group,5411.0,GROCERY,INDIVIDUAL,Jalandhar,Punjab,,,MISSING,ACTIVE,205.0
MCH7411,"Bhasin, Soman and Savant",4814,mobile recharge,SOLE_PROPRIETOR,Chennai,Tamil Nadu,,,Inactive,"2,298.88",MCH7411,"Bhasin, Soman And Savant",4814.0,TELECOM,SOLE_PROPRIETOR,Chennai,Tamil Nadu,,,MISSING,INACTIVE,2298.88
MCH6035,Brar-Kohli,,Restaurant,Partnership,ludhiana,Punjab,2023-10-06 04:49:23,,A,4518.69,MCH6035,Brar-Kohli,,RESTAURANT,PARTNERSHIP,Ludhiana,Punjab,2023-10-06 04:49:23,,MISSING,ACTIVE,4518.69
MCH7600,"Minhas, Rattan and Oak",5311.0,Retail,sole_proprietor,Ludhiana,Punjab,13/10/2023 07:20 PM,XXXX9742,Live,"Rs. 10,025",MCH7600,"Minhas, Rattan And Oak",5311.0,RETAIL,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-10-13 19:20:00,XXXX9742,MASKED_ACCOUNT,ACTIVE,10025.0
MCH-9537,Mahal Group,5999,Miscellaneous,Private Limited,jalandhar,Punjab,2023/05/13,,Enabled,777.57,MCH9537,Mahal Group,5999.0,MISCELLANEOUS RETAIL,PRIVATE_LIMITED,Jalandhar,Punjab,2023-05-13 00:00:00,,MISSING,ACTIVE,777.57
MCH5121,ramakrishnan inc,4131,transprt,SOLE-PROPRIETOR,ludhiana,Punjab,27/11/2023,,A,"₹3,794.33",MCH5121,Ramakrishnan Inc,4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Ludhiana,Punjab,2023-11-27 00:00:00,,MISSING,ACTIVE,3794.33
MCH9484,"bail, sen and bava",,MEDICAL_STORE,Sole Proprietor,Jalandar,Punjab,30-Nov-2024,,A,"Rs. 1,401",MCH9484,"Bail, Sen And Bava",,MEDICAL,SOLE_PROPRIETOR,Jalandhar,Punjab,2024-11-30 00:00:00,,MISSING,ACTIVE,1401.0
MCH1567,SURESH LTD,,CLOTHS,INDIVIDUAL,Chennai,Tamil Nadu,2024/08/12,XXXX6891,ACTIVE,"3,203.25",MCH1567,Suresh Ltd,,CLOTHING,INDIVIDUAL,Chennai,Tamil Nadu,2024-08-12 00:00:00,XXXX6891,MASKED_ACCOUNT,ACTIVE,3203.25
MCH6986,"  Joshi, Chacko and Sawhney  ",05411,kirana,Individual,MUMBAI,Maharashtra,05-Nov-2025,3156013270,Active,606.88,MCH6986,"Joshi, Chacko And Sawhney",5411.0,GROCERY,INDIVIDUAL,Mumbai,Maharashtra,2025-11-05 00:00:00,3156013270,NUMERIC_ACCOUNT,ACTIVE,606.88
MCH1086,Agrawal-Sule,misc,Apparel,INDIVIDUAL,ludhiana,Punjab,13-Nov-2023,,Live,1355.59,MCH1086,Agrawal-Sule,,CLOTHING,INDIVIDUAL,Ludhiana,Punjab,2023-11-13 00:00:00,,MISSING,ACTIVE,1355.59
MCH8634,Palla-Brar,MCC-5912,Medical,PARTNERSHIP,Jalandar,Punjab,13-Jun-2023,FVKP3398609583042,Enabled,843.2,MCH8634,Palla-Brar,,MEDICAL,PARTNERSHIP,Jalandhar,Punjab,2023-06-13 00:00:00,FVKP3398609583042,ALPHANUMERIC_ACCOUNT,ACTIVE,843.2
MCH5274,Thakur and Sons,4814,Telecom,SOLE-PROPRIETOR,chennai,Tamil Nadu,2025-04-21 09:59:18,,Active,983.36,MCH5274,Thakur And Sons,4814.0,TELECOM,SOLE_PROPRIETOR,Chennai,Tamil Nadu,2025-04-21 09:59:18,,MISSING,ACTIVE,983.36
MCH7412,Chand-Bada1,5812,FOOD_SERVICES,PRIVATE-LIMITED,MUMBAI,Maharashtra,15/08/2025,,Hold,INR 539.20,MCH7412,Chand-Bada1,5812.0,RESTAURANT,PRIVATE_LIMITED,Mumbai,Maharashtra,2025-08-15 00:00:00,,MISSING,SUSPENDED,539.2
MCH 3234,Lad Inc,,Mobile Recharge,individual,Calcutta,West Bengal,2024/02/21,LTGH4419649542857,Enabled,-9763.29,MCH3234,Lad Inc,,TELECOM,INDIVIDUAL,Kolkata,West Bengal,2024-02-21 00:00:00,LTGH4419649542857,ALPHANUMERIC_ACCOUNT,ACTIVE,
MCH1656,Dhar PLC,5311,Department Store,PARTNERSHIP,Amritsar,Punjab,29/05/2025 10:52 PM,OTBM8790953463908,A,"Rs. 2,992",MCH1656,Dhar Plc,5311.0,DEPARTMENT STORE,PARTNERSHIP,Amritsar,Punjab,2025-05-29 22:52:00,OTBM8790953463908,ALPHANUMERIC_ACCOUNT,ACTIVE,2992.0
MCH 8074,Prakash-Bera,4814,Telecom,INDIVIDUAL,Jalandhar,Punjab,04/12/2024,2437188894,A,439.79,MCH8074,Prakash-Bera,4814.0,TELECOM,INDIVIDUAL,Jalandhar,Punjab,2024-04-12 00:00:00,2437188894,NUMERIC_ACCOUNT,ACTIVE,439.79
MCH3677,Choudhury-Radhakrishnan,7011,HOTEL_LODGING,PARTNERSHIP,jalandhar,Punjab,29-Jan-2025,,ACTIVE,INR 226.71,MCH3677,Choudhury-Radhakrishnan,7011.0,HOSPITALITY,PARTNERSHIP,Jalandhar,Punjab,2025-01-29 00:00:00,,MISSING,ACTIVE,226.71
mch2646,Parsa-Gole,5999,Misc Retail,private_limited,HYDERABAD,Telangana,18/12/2025 03:23 AM,JJBK8920317843679,A,450.19,MCH2646,Parsa-Gole,5999.0,MISCELLANEOUS RETAIL,PRIVATE_LIMITED,Hyderabad,Telangana,2025-12-18 03:23:00,JJBK8920317843679,ALPHANUMERIC_ACCOUNT,ACTIVE,450.19
MCH6268,"Pillay, Borah and Roy",5812,Restaurant,SOLE-PROPRIETOR,ASR,Punjab,08/07/2024,2204602404,ACTIVE,"Rs. 1,108",MCH6268,"Pillay, Borah And Roy",5812.0,RESTAURANT,SOLE_PROPRIETOR,Amritsar,Punjab,2024-08-07 00:00:00,2204602404,NUMERIC_ACCOUNT,ACTIVE,1108.0
MCH7156,Lata-Som,5812,food_services,PRIVATE_LIMITED,Bengaluru,Karnataka,24-Feb-2023,,Suspended,₹739.29,MCH7156,Lata-Som,5812.0,RESTAURANT,PRIVATE_LIMITED,Bengaluru,Karnataka,2023-02-24 00:00:00,,MISSING,SUSPENDED,739.29
MCH9831,deep-kanda,4814,phone service,SOLE-PROPRIETOR,pune,Maharashtra,29/07/2025,XXXX7811,A,796.02,MCH9831,Deep-Kanda,4814.0,TELECOM,SOLE_PROPRIETOR,Pune,Maharashtra,2025-07-29 00:00:00,XXXX7811,MASKED_ACCOUNT,ACTIVE,796.02
MCH9367,Luthra and Sons,misc,BOOKS_STATIONERY,PRIVATE_LIMITED,Amritsar,Punjab,31/05/2023 05:55 PM,,Live,"Rs. 1,752",MCH9367,Luthra And Sons,,BOOKS_STATIONERY,PRIVATE_LIMITED,Amritsar,Punjab,2023-05-31 17:55:00,,MISSING,ACTIVE,1752.0
MCH 7523,venkataraman-hans,04131,Transport,sole_proprietor,Poona,Maharashtra,04-28-2025,6156184588,ACTIVE,"₹6,157.65",MCH7523,Venkataraman-Hans,4131.0,TRANSPORTATION,SOLE_PROPRIETOR,Pune,Maharashtra,2025-04-28 00:00:00,6156184588,NUMERIC_ACCOUNT,ACTIVE,6157.65
MCH1872,chaudry group,5999,Other,private_limited,BLR,Karnataka,02-Feb-2024,2703911432,Enabled,1044.41,MCH1872,Chaudry Group,5999.0,OTHER,PRIVATE_LIMITED,Bengaluru,Karnataka,2024-02-02 00:00:00,2703911432,NUMERIC_ACCOUNT,ACTIVE,1044.41
MCH6002,Bal Group,5912,MEDICAL_STORE,partnership,Dilli,Delhi,14/05/2025,,Active,Rs. 718,MCH6002,Bal Group,5912.0,MEDICAL,PARTNERSHIP,Delhi,Delhi,2025-05-14 00:00:00,,MISSING,ACTIVE,718.0
